,adult,budget,genres,id,original_language,original_title,overview,popularity,production_companies,runtime,spoken_languages,status,vote_average,vote_count
40651,False,0,"[{'id': 18, 'name': 'Drama'}]",125276,ja,(秘)色情めす市場,"Noboru Tanaka returned to direct the third of Nikkatsu's pinku eiga melodramas examining prostitution in various Japanese cities. This one focuses on modern-day Osaka, and although it is still a softcore film, is the most outrageous of the lot. The casting is almost demented, with classical ballerina and staunch feminist Genshu Hanayagi smoking a cigarette with her privates, poet Sakumi Hagiwara blowing up some gangsters by suicidally detonating a gas-filled love doll, and similarly peculiar appearances from notorious druggie Meika Seri and genre icon Junko Miyashita. Highly recommended for pinku eiga aficionados, this one must be seen to be believed.",1.783356,"[{'name': 'Nikkatsu', 'id': 955}]",83.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,6.3,3.0
34577,False,0,[],75142,en,Sharpe's Siege,"Sharpe, with his new commanding officer, is sent to capture a castle when news comes of locals who will rise against Bonaparte. However, he is somewhat distracted by thoughts of his wife whom he was forced to leave while stricken with fever.",1.525021,"[{'name': 'Picture Palace', 'id': 7782}, {'name': 'Celtic Films Entertainment', 'id': 7783}, {'name': 'Carlton UK Productions', 'id': 17195}]",101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,7.5,10.0
8080,False,9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",11282,en,Harold & Kumar Go to White Castle,"Sometimes, it takes a strange night to put everything else into focus. And that's exactly what happens to Harold and his roommate, Kumar, when they set out to get the best stoner fix money can buy: White Castle hamburgers. Both guys are at a crossroads, about to make major decisions that will affect the course of their lives. Yet they arrive at wisdom by accident as they drive around New Jersey in search of fast food.",8.344105,"[{'name': 'New Line Cinema', 'id': 12}]",88.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,6.6,709.0
22071,False,0,"[{'id': 99, 'name': 'Documentary'}]",51402,en,WikiRebels: The Documentary,"In WikiRebels, we learn about the early hacker life of Julian Assange, and his later decision to form an organization where whistleblowers can anonymously pass information that documents crime and immorality. His stated goal is to expose injustice, and nothing exemplifies this more than the leaked film entitled “Collateral Murder.” WikiRebels shows other films released by WikiLeaks, and catalogs the most significant leaks since its 2006 inception, including the Iceland banking scandal, Kenya corruption and death squads, and toxic dumping in Cote D’Ivoire.",0.76254,[],58.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'is', 'name': 'Íslenska'}, {'iso_639_1': 'ar', 'name': 'العربية'}]",Released,7.0,12.0
32542,False,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",100024,en,Bloodwork,A couple of college students decide to sign up for pharmaceutical testing of a new allergy drug to make some extra cash for their spring break trip. They quickly discover their two week stay will not be as easy as they first believed and fight to save themselves from the grips of the facility.,1.099911,[],100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,4.3,13.0
36885,False,0,"[{'id': 18, 'name': 'Drama'}]",73129,hu,Johanna,"Johanna, a young drug addict, falls into a deep coma after an accident. Doctors miraculously manage to save her from death's doorstep. Touched by grace, Johanna cures patients by offering her body. The head doctor is frustrated by her continued rejection of him and allies himself with the outraged hospital authorities. They wage war against her but the grateful patients join forces to protect her. This is a filmic and musical interpretation of the Passion of Joan of Arc.",0.152116,"[{'name': 'Proton Cinema', 'id': 17173}]",86.0,"[{'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,3.6,4.0
11800,False,0,"[{'id': 18, 'name': 'Drama'}]",15008,en,The Flying Scotsman,"Based on the incredible true story of amateur cyclist Graeme Obree, who breaks the world one-hour record on a bike he made out of washing machine parts.",2.228211,"[{'name': 'ContentFilm International', 'id': 25487}]",96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.7,14.0
40983,False,1446950,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",279966,en,The Forgotten,"When a father and son are forced to squat in an empty London council estate scheduled for demolition, 14-year-old Tommy starts to hear strange noises coming from the boarded-up flat next door… While Tommy struggles to reconnect with his deteriorating father, and glean where his mum might have gone, introverted Tommy makes an unlikely new friend in ballsy, street-smart Carmen. She is everything he isn't. And together they start to unravel the chilling truth behind the sounds coming through Tommy's bedroom wall and the bizarre things that Tommy has started seeing. Eventually Tommy &amp; Carmen break in and find the next door flat empty. But the hauntings only escalate and when Mark is injured and taken into hospital, Tommy finds himself alone on the estate. He realises he’s in way over his head. What does the malign force want…? The truth is more terrifying than Tommy could imagine. From the producer of THE BORDERLANDS, a tensely plotted, superbly acted, gritty urban supernatural horror.",0.808207,"[{'name': 'Stickyback Pictures', 'id': 73015}]",89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.2,6.0
1993,False,4986,"[{'id': 16, 'name': 'Animation'}]",53565,en,Steamboat Willie,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck.",3.394625,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Celebrity Productions', 'id': 3197}]",8.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.4,76.0
17873,False,0,"[{'id': 18, 'name': 'Drama'}]",103590,ka,ამბავი სურამის ციხისა,A film version of a well-known Georgian folk-tale. A young boy has to be immured into the walls of a fortress in order to stop it from crumbling to pieces.,0.394304,"[{'name': 'Gruzia-Film', 'id': 15326}]",88.0,"[{'iso_639_1': 'ka', 'name': 'ქართული'}]",Released,7.0,9.0
1077,False,0,"[{'id': 99, 'name': 'Documentary'}]",9305,fr,Microcosmos : Le Peuple de l'herbe,"A documentary of insect life in meadows and ponds, using incredible close-ups, slow motion, and time-lapse photography. It includes bees collecting nectar, ladybugs eating mites, snails mating, spiders wrapping their catch, a scarab beetle relentlessly pushing its ball of dung uphill, endless lines of caterpillars, an underwater spider creating an air bubble to live in, and a mosquito hatching.",10.793031,"[{'name': 'Bac Films', 'id': 208}, {'name': 'Galatée Films', 'id': 793}, {'name': 'Canal+', 'id': 5358}, {'name': 'Télévision Suisse-Romande (TSR)', 'id': 8453}, {'name': 'Urania Film', 'id': 12242}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': ""Conseil Général de l'Aveyron"", 'id': 19264}, {'name': 'Les Productions JMH', 'id': 19289}, {'name': 'Delta Images', 'id': 26009}]",80.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,7.7,61.0
30049,False,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",281418,en,The Lookalike,Two crooks looking out for a drug lord's love interest scramble to find a look-alike after she dies unexpectedly.,3.602005,"[{'name': 'Yellow Brick Films', 'id': 22062}, {'name': 'Emedia Films', 'id': 37004}]",100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.1,23.0
33210,False,0,"[{'id': 35, 'name': 'Comedy'}]",359325,fi,Häiriötekijä,"Distracted by life, Mr. Makkonen misses his engagement party by decades. From the cradle to the grave, life keeps interrupting, not only him, but a tired mother, a doomed superhero and the rest of the comrades in this uncontrollable world. Mixing comedy and fantasy with dark stories, Distractions will deliver the laughs with strings attached.",0.238798,"[{'name': 'Mjölk Movies', 'id': 85769}]",85.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,6.1,6.0
29819,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",94527,pl,Wszystko na sprzedaż,"Wajda's homage to Zbigniew Cybulski, the ""Polish James Dean"" who starred in the director's ASHES AND DIAMONDS and died young. The movie follows the tribulations of a director attempting to make a movie with a Cybulski-like star who never shows up.",0.482789,[],105.0,[],Released,5.8,7.0
37913,False,0,"[{'id': 18, 'name': 'Drama'}]",369373,en,Stutterer,A lonely typographer with a cruel speech impediment but an eloquent inner voice must face his greatest fear.,0.879433,[],13.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.7,13.0
5303,False,18000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",30194,en,The Manhattan Project,"Named after the World War II-era program, the plot revolves around a gifted high school student who decides to construct a nuclear bomb for a national science fair. The film's underlying theme involves the Cold War of the 1980s when government secrecy and mutually assured destruction were key political and military issues.",4.29831,"[{'name': 'Gladden Entertainment', 'id': 1648}]",118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.1,26.0
34320,False,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",98122,hi,Veerana,"After the sudden death of her dad, Sameer, and mom, Preeti, Sahila goes to live with her grandmother and cousin in Bombay. Years later, now fully matured, she returns home to Chandanagar to live with her uncle, Mahendra Pratap, and cousin, Jasmin. This is where she will be exposed to a resurrected evil witch, Nikita, who has manifested herself in the body of Jasmin. Aided by a priest named Baba, she is determined to kill each and everyone of the remainder of the Pratap family members. And there is no known power on Earth that can stop Nikita.",1.847034,[],145.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,4.8,4.0
9193,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",38203,fi,Katsastus,"Viltteri, a balding guy in his thirties living in rural northern Finland, is hopelessly clueless about his new role as a married man and the father of a newborn son. A perfect escape from family responsibilities is having to get his old Hillman Minx repaired and inspected for road-worthiness, with a little help from an eccentric bunch of friends who never seem to have grown up either.",0.121574,"[{'name': 'Yleisradio (YLE)', 'id': 5975}]",56.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,7.7,3.0
149,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",34996,en,The Addiction,A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.,3.137285,"[{'name': 'October Films', 'id': 236}, {'name': 'Guild', 'id': 1214}, {'name': 'Fastnet Films', 'id': 5353}]",82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.4,46.0
37401,False,0,"[{'id': 36, 'name': 'History'}]",31957,nl,Het Bittere Kruid,"This film is about the Jewish girl Sara and the ruin of her family during World War II. Her parents have to live in the Jewish ghetto in Amsterdam, but later they are arrested and deported. Sara decides to flee with her brother and his girlfriend to Palestine. Based on the book by Marga Minco.",0.36714,[],89.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,5.0,2.0
23492,False,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",79778,en,The Odds,A murder mystery set in the world of illegal teenage gambling. A 17-year old must find his best friends' killer before the game is exposed.,0.183403,[],92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.5,2.0
26629,False,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",288521,en,Why Be Good?,Colleen Moore as a flapper who unwittingly falls for the Boss' son.,0.37403800000000004,"[{'name': 'First National Pictures', 'id': 3245}]",84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.5,2.0
12061,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",77210,en,Design for Living,"Two Americans sharing a flat in Paris, playwright Tom Chambers and painter George Curtis, fall for free-spirited Gilda Farrell. When she can't make up her mind which one of them she prefers, she proposes a ""gentleman's agreement"": She will move in with them as a friend and critic of their work, but they will never have sex. But when Tom goes to London to supervise a production of one of his plays, leaving Gilda alone with George, how long will their gentleman's agreement last?",2.063066,"[{'name': 'Paramount Pictures', 'id': 4}]",91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,7.1,44.0
11391,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",55831,en,Boynton Beach Club,A handful of men and women of a certain age pick up the pieces of their lives and look for new love after the loss of their mates in this comedy drama from writer-director Susan Seidelman.,0.708481,[],105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.8,3.0
34046,False,0,"[{'id': 16, 'name': 'Animation'}]",67162,en,Pluto's Judgement Day,"Pluto chases a kitten through a window and right into Mickey's lap. Mickey scolds him, and goes off to wash the kitten. Pluto falls asleep in front of the fire, and dreams of a hell ruled by cats where he is put on trial for all his crimes against cats and, of course, found guilty.",0.907356,"[{'name': 'Walt Disney Productions', 'id': 3166}, {'name': 'United Artists Pictures', 'id': 16685}]",7.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.3,9.0
10116,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",43471,en,Anna and the King of Siam,"In 1862, a young Englishwoman becomes royal tutor in Siam and befriends the King.",2.255925,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",128.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.8,11.0
39220,False,0,"[{'id': 18, 'name': 'Drama'}]",266279,en,Night World,"""Happy"" MacDonald and his unfaithful wife own a Prohibition era night club. On this eventful night, he is threatened by bootleggers, and the club's star dancer falls in love with a young socialite who drinks to forget a personal tragedy, among other incidents.",1.131643,"[{'name': 'Universal Pictures', 'id': 33}]",58.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,8.2,6.0
11802,False,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",46875,en,Fixed Bayonets!,"The story of a platoon during the Korean War. One by one, Corporal Denno's superiors are killed until it comes to the point where he must try to take command responsibility.",3.183964,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.1,7.0
